id,dist_code,parent_dist_code,dist_name,dist_type,valid_flg,tokopedia_id,country_code,province_code,city_code,county_code,area_code,currency_code,dist_all,postal_code
69532,91.27.01.2010,91.27.01,Titigi,5,1,,00,91,91.27,91.27.01,,IDR,"Titigi, Sugapa, Intan Jaya, Papua","98768,98769"
69533,91.27.01.2011,91.27.01,Eknemba,5,1,,00,91,91.27,91.27.01,,IDR,"Eknemba, Sugapa, Intan Jaya, Papua","98768,98769"
69534,91.27.01.2012,91.27.01,Wandoga,5,1,,00,91,91.27,91.27.01,,IDR,"Wandoga, Sugapa, Intan Jaya, Papua","98768,98769"
69535,91.27.01.2013,91.27.01,Pesiga,5,1,,00,91,91.27,91.27.01,,IDR,"Pesiga, Sugapa, Intan Jaya, Papua","98768,98769"
69536,91.27.01.2014,91.27.01,Mbilusiga,5,1,,00,91,91.27,91.27.01,,IDR,"Mbilusiga, Sugapa, Intan Jaya, Papua","98768,98769"
69537,91.27.01.2015,91.27.01,Ndugusiga,5,1,,00,91,91.27,91.27.01,,IDR,"Ndugusiga, Sugapa, Intan Jaya, Papua","98768,98769"
69538,91.27.01.2016,91.27.01,Kumlagupa,5,1,,00,91,91.27,91.27.01,,IDR,"Kumlagupa, Sugapa, Intan Jaya, Papua","98768,98769"
69539,91.27.01.2017,91.27.01,Buwisiga,5,1,,00,91,91.27,91.27.01,,IDR,"Buwisiga, Sugapa, Intan Jaya, Papua","98768,98769"
69540,91.27.02,91.27,Homeyo,4,1,,00,91,91.27,91.27.02,,IDR,"Homeyo, Intan Jaya, Papua",98767
69541,91.27.02.2001,91.27.02,Mapa,5,1,,00,91,91.27,91.27.02,,IDR,"Mapa, Homeyo, Intan Jaya, Papua",98767
69542,91.27.02.2003,91.27.02,Maya,5,1,,00,91,91.27,91.27.02,,IDR,"Maya, Homeyo, Intan Jaya, Papua",98767
69543,91.27.02.2004,91.27.02,Degesiga,5,1,,00,91,91.27,91.27.02,,IDR,"Degesiga, Homeyo, Intan Jaya, Papua",98767
69544,91.27.02.2005,91.27.02,Pogapa,5,1,,00,91,91.27,91.27.02,,IDR,"Pogapa, Homeyo, Intan Jaya, Papua",98767
69545,91.27.02.2006,91.27.02,Bamba,5,1,,00,91,91.27,91.27.02,,IDR,"Bamba, Homeyo, Intan Jaya, Papua",98767
69546,91.27.02.2007,91.27.02,Zombandoga,5,1,,00,91,91.27,91.27.02,,IDR,"Zombandoga, Homeyo, Intan Jaya, Papua",98767
69547,91.27.02.2008,91.27.02,Kobae,5,1,,00,91,91.27,91.27.02,,IDR,"Kobae, Homeyo, Intan Jaya, Papua",98767
69548,91.27.02.2009,91.27.02,Selemama,5,1,,00,91,91.27,91.27.02,,IDR,"Selemama, Homeyo, Intan Jaya, Papua",98767
69549,91.27.02.2010,91.27.02,Kendetapa,5,1,,00,91,91.27,91.27.02,,IDR,"Kendetapa, Homeyo, Intan Jaya, Papua",98767
69550,91.27.02.2011,91.27.02,Hiyabu,5,1,,00,91,91.27,91.27.02,,IDR,"Hiyabu, Homeyo, Intan Jaya, Papua",98767
69551,91.27.02.2012,91.27.02,Ogeapa,5,1,,00,91,91.27,91.27.02,,IDR,"Ogeapa, Homeyo, Intan Jaya, Papua",98767
69552,91.27.02.2013,91.27.02,Bonogo,5,1,,00,91,91.27,91.27.02,,IDR,"Bonogo, Homeyo, Intan Jaya, Papua",98767
69553,91.27.02.2014,91.27.02,Agapa,5,1,,00,91,91.27,91.27.02,,IDR,"Agapa, Homeyo, Intan Jaya, Papua",98767
69554,91.27.02.2015,91.27.02,Engganenga,5,1,,00,91,91.27,91.27.02,,IDR,"Engganenga, Homeyo, Intan Jaya, Papua",98767
69555,91.27.02.2016,91.27.02,Waiagepa,5,1,,00,91,91.27,91.27.02,,IDR,"Waiagepa, Homeyo, Intan Jaya, Papua",98767
69556,91.27.02.2017,91.27.02,Hugitapa,5,1,,00,91,91.27,91.27.02,,IDR,"Hugitapa, Homeyo, Intan Jaya, Papua",98767
69557,91.27.02.2018,91.27.02,Bubisiga,5,1,,00,91,91.27,91.27.02,,IDR,"Bubisiga, Homeyo, Intan Jaya, Papua",98767
69558,91.27.02.2019,91.27.02,Nggagemba,5,1,,00,91,91.27,91.27.02,,IDR,"Nggagemba, Homeyo, Intan Jaya, Papua",98767
69559,91.27.02.2020,91.27.02,Sanepa,5,1,,00,91,91.27,91.27.02,,IDR,"Sanepa, Homeyo, Intan Jaya, Papua",98767
69560,91.27.02.2021,91.27.02,Mbomogo,5,1,,00,91,91.27,91.27.02,,IDR,"Mbomogo, Homeyo, Intan Jaya, Papua",98767
69561,91.27.03,91.27,Wandai,4,1,,00,91,91.27,91.27.03,,IDR,"Wandai, Intan Jaya, Papua",98784
69562,91.27.03.2001,91.27.03,Sabisa,5,1,,00,91,91.27,91.27.03,,IDR,"Sabisa, Wandai, Intan Jaya, Papua",98784
69563,91.27.03.2009,91.27.03,Hulapuga,5,1,,00,91,91.27,91.27.03,,IDR,"Hulapuga, Wandai, Intan Jaya, Papua",98784
69564,91.27.04,91.27,Biandoga,4,1,,00,91,91.27,91.27.04,,IDR,"Biandoga, Intan Jaya, Papua",98784
69565,91.27.04.2001,91.27.04,Danggatadi,5,1,,00,91,91.27,91.27.04,,IDR,"Danggatadi, Biandoga, Intan Jaya, Papua",98784
69566,91.27.04.2002,91.27.04,Biandoga,5,1,,00,91,91.27,91.27.04,,IDR,"Biandoga, Biandoga, Intan Jaya, Papua",98784
69567,91.27.04.2003,91.27.04,Bugalaga,5,1,,00,91,91.27,91.27.04,,IDR,"Bugalaga, Biandoga, Intan Jaya, Papua",98784
69568,91.27.04.2004,91.27.04,Yagaito,5,1,,00,91,91.27,91.27.04,,IDR,"Yagaito, Biandoga, Intan Jaya, Papua",98784
69569,91.27.04.2005,91.27.04,Kalawa,5,1,,00,91,91.27,91.27.04,,IDR,"Kalawa, Biandoga, Intan Jaya, Papua",98784
69570,91.27.04.2006,91.27.04,Yanei,5,1,,00,91,91.27,91.27.04,,IDR,"Yanei, Biandoga, Intan Jaya, Papua",98784
69571,91.27.04.2007,91.27.04,Maniuwo,5,1,,00,91,91.27,91.27.04,,IDR,"Maniuwo, Biandoga, Intan Jaya, Papua",98784
69572,91.27.04.2008,91.27.04,Tunggapo,5,1,,00,91,91.27,91.27.04,,IDR,"Tunggapo, Biandoga, Intan Jaya, Papua",98784
69573,91.27.04.2009,91.27.04,Pagamba,5,1,,00,91,91.27,91.27.04,,IDR,"Pagamba, Biandoga, Intan Jaya, Papua",98784
69574,91.27.04.2010,91.27.04,Maolagi,5,1,,00,91,91.27,91.27.04,,IDR,"Maolagi, Biandoga, Intan Jaya, Papua",98784
69575,91.27.04.2011,91.27.04,Aneya,5,1,,00,91,91.27,91.27.04,,IDR,"Aneya, Biandoga, Intan Jaya, Papua",98784
69576,91.27.04.2012,91.27.04,Kigitadi,5,1,,00,91,91.27,91.27.04,,IDR,"Kigitadi, Biandoga, Intan Jaya, Papua",98784
69577,91.27.04.2013,91.27.04,Ndabatadi,5,1,,00,91,91.27,91.27.04,,IDR,"Ndabatadi, Biandoga, Intan Jaya, Papua",98784
69578,91.27.04.2014,91.27.04,Moyomataga,5,1,,00,91,91.27,91.27.04,,IDR,"Moyomataga, Biandoga, Intan Jaya, Papua",98784
69579,91.27.04.2015,91.27.04,Pitadi,5,1,,00,91,91.27,91.27.04,,IDR,"Pitadi, Biandoga, Intan Jaya, Papua",98784
69580,91.27.04.2016,91.27.04,Ular Merah,5,1,,00,91,91.27,91.27.04,,IDR,"Ular Merah, Biandoga, Intan Jaya, Papua",98784
69581,91.27.05,91.27,Agisiga,4,1,,00,91,91.27,91.27.05,,IDR,"Agisiga, Intan Jaya, Papua",98783
69582,91.27.05.2001,91.27.05,Agisiga,5,1,,00,91,91.27,91.27.05,,IDR,"Agisiga, Agisiga, Intan Jaya, Papua",98783
69583,91.27.05.2002,91.27.05,Tousiga,5,1,,00,91,91.27,91.27.05,,IDR,"Tousiga, Agisiga, Intan Jaya, Papua",98783
69584,91.27.05.2003,91.27.05,Unabundoga,5,1,,00,91,91.27,91.27.05,,IDR,"Unabundoga, Agisiga, Intan Jaya, Papua",98783
69585,91.27.05.2004,91.27.05,Mbamogo,5,1,,00,91,91.27,91.27.05,,IDR,"Mbamogo, Agisiga, Intan Jaya, Papua",98783
69586,91.27.05.2005,91.27.05,Jenetapa Najasiga,5,1,,00,91,91.27,91.27.05,,IDR,"Jenetapa Najasiga, Agisiga, Intan Jaya, Papua",98783
69587,91.27.05.2006,91.27.05,Soali,5,1,,00,91,91.27,91.27.05,,IDR,"Soali, Agisiga, Intan Jaya, Papua",98783
69588,91.27.05.2007,91.27.05,Tambage,5,1,,00,91,91.27,91.27.05,,IDR,"Tambage, Agisiga, Intan Jaya, Papua",98783
69589,91.27.05.2008,91.27.05,Nabia,5,1,,00,91,91.27,91.27.05,,IDR,"Nabia, Agisiga, Intan Jaya, Papua",98783
69590,91.27.05.2009,91.27.05,Danggoa,5,1,,00,91,91.27,91.27.05,,IDR,"Danggoa, Agisiga, Intan Jaya, Papua",98783
69591,91.27.05.2010,91.27.05,Kombogosiga,5,1,,00,91,91.27,91.27.05,,IDR,"Kombogosiga, Agisiga, Intan Jaya, Papua",98783
69592,91.27.06,91.27,Hitadipa,4,1,,00,91,91.27,91.27.06,,IDR,"Hitadipa, Intan Jaya, Papua",98768
69593,91.27.06.2001,91.27.06,Wabui,5,1,,00,91,91.27,91.27.06,,IDR,"Wabui, Hitadipa, Intan Jaya, Papua",98768
69594,91.27.06.2002,91.27.06,Balamai,5,1,,00,91,91.27,91.27.06,,IDR,"Balamai, Hitadipa, Intan Jaya, Papua",98768
69595,91.27.06.2003,91.27.06,Janamba,5,1,,00,91,91.27,91.27.06,,IDR,"Janamba, Hitadipa, Intan Jaya, Papua",98768
69596,91.27.06.2004,91.27.06,Kulapa,5,1,,00,91,91.27,91.27.06,,IDR,"Kulapa, Hitadipa, Intan Jaya, Papua",98768
69597,91.27.06.2005,91.27.06,Pugisiga,5,1,,00,91,91.27,91.27.06,,IDR,"Pugisiga, Hitadipa, Intan Jaya, Papua",98768
69598,91.27.06.2006,91.27.06,Hitadipa,5,1,,00,91,91.27,91.27.06,,IDR,"Hitadipa, Hitadipa, Intan Jaya, Papua",98768
69599,91.27.06.2007,91.27.06,Soagama,5,1,,00,91,91.27,91.27.06,,IDR,"Soagama, Hitadipa, Intan Jaya, Papua",98768
69600,91.27.06.2008,91.27.06,Danggomba,5,1,,00,91,91.27,91.27.06,,IDR,"Danggomba, Hitadipa, Intan Jaya, Papua",98768
69601,91.27.06.2009,91.27.06,Sakumba,5,1,,00,91,91.27,91.27.06,,IDR,"Sakumba, Hitadipa, Intan Jaya, Papua",98768
69602,91.27.07,91.27,Ugimba,4,1,,00,91,91.27,91.27.07,,IDR,"Ugimba, Intan Jaya, Papua",98769
69603,91.27.07.2001,91.27.07,Ugimba,5,1,,00,91,91.27,91.27.07,,IDR,"Ugimba, Ugimba, Intan Jaya, Papua",98769
69604,91.27.07.2002,91.27.07,Bunaopa,5,1,,00,91,91.27,91.27.07,,IDR,"Bunaopa, Ugimba, Intan Jaya, Papua",98769
69605,91.27.07.2003,91.27.07,Pigabu,5,1,,00,91,91.27,91.27.07,,IDR,"Pigabu, Ugimba, Intan Jaya, Papua",98769
69606,91.27.07.2004,91.27.07,Teteopa,5,1,,00,91,91.27,91.27.07,,IDR,"Teteopa, Ugimba, Intan Jaya, Papua",98769
69607,91.27.07.2005,91.27.07,Dukendopa,5,1,,00,91,91.27,91.27.07,,IDR,"Dukendopa, Ugimba, Intan Jaya, Papua",98769
69608,91.27.07.2006,91.27.07,Nggamagae,5,1,,00,91,91.27,91.27.07,,IDR,"Nggamagae, Ugimba, Intan Jaya, Papua",98769
69609,91.27.08,91.27,Tomosiga,4,1,,00,91,91.27,91.27.08,,IDR,"Tomosiga, Intan Jaya, Papua",98783
69610,91.27.08.2001,91.27.08,Tomosiga,5,1,,00,91,91.27,91.27.08,,IDR,"Tomosiga, Tomosiga, Intan Jaya, Papua",98783
69611,91.27.08.2002,91.27.08,Bigasiga,5,1,,00,91,91.27,91.27.08,,IDR,"Bigasiga, Tomosiga, Intan Jaya, Papua",98783
69612,91.27.08.2003,91.27.08,Dapiaga,5,1,,00,91,91.27,91.27.08,,IDR,"Dapiaga, Tomosiga, Intan Jaya, Papua",98783
69613,91.27.08.2004,91.27.08,Pewesiga,5,1,,00,91,91.27,91.27.08,,IDR,"Pewesiga, Tomosiga, Intan Jaya, Papua",98783
69614,91.27.08.2005,91.27.08,Hegenagai,5,1,,00,91,91.27,91.27.08,,IDR,"Hegenagai, Tomosiga, Intan Jaya, Papua",98783
69615,91.27.08.2006,91.27.08,Gaimigi,5,1,,00,91,91.27,91.27.08,,IDR,"Gaimigi, Tomosiga, Intan Jaya, Papua",98783
69616,91.27.08.2007,91.27.08,Jawasiga,5,1,,00,91,91.27,91.27.08,,IDR,"Jawasiga, Tomosiga, Intan Jaya, Papua",98783
69617,91.27.08.2008,91.27.08,Duginggobo,5,1,,00,91,91.27,91.27.08,,IDR,"Duginggobo, Tomosiga, Intan Jaya, Papua",98783
69618,91.27.08.2009,91.27.08,Sugulubagala,5,1,,00,91,91.27,91.27.08,,IDR,"Sugulubagala, Tomosiga, Intan Jaya, Papua",98783
69619,91.28,91,Deiyai,3,1,,00,91,91.28,,,IDR,Deiyai,
69620,91.28.01,91.28,Tigi,4,1,,00,91,91.28,91.28.01,,IDR,"Tigi, Deiyai, Papua",98764
69621,91.28.01.2001,91.28.01,Waghete I,5,1,,00,91,91.28,91.28.01,,IDR,"Waghete I, Tigi, Deiyai, Papua",98764
69622,91.28.01.2002,91.28.01,Ugiya,5,1,,00,91,91.28,91.28.01,,IDR,"Ugiya, Tigi, Deiyai, Papua",98764
69623,91.28.01.2003,91.28.01,Yaba,5,1,,00,91,91.28,91.28.01,,IDR,"Yaba, Tigi, Deiyai, Papua",98764
69624,91.28.01.2004,91.28.01,Waghete II,5,1,,00,91,91.28,91.28.01,,IDR,"Waghete II, Tigi, Deiyai, Papua",98764
69625,91.28.01.2005,91.28.01,Bomau I,5,1,,00,91,91.28,91.28.01,,IDR,"Bomau I, Tigi, Deiyai, Papua",98764
69626,91.28.01.2006,91.28.01,Okomakebo,5,1,,00,91,91.28,91.28.01,,IDR,"Okomakebo, Tigi, Deiyai, Papua",98764
69627,91.28.01.2007,91.28.01,Bamou II,5,1,,00,91,91.28,91.28.01,,IDR,"Bamou II, Tigi, Deiyai, Papua",98764
69628,91.28.02,91.28,Tigi Timur,4,1,,00,91,91.28,91.28.02,,IDR,"Tigi Timur, Deiyai, Papua",
69629,91.28.03,91.28,Bowobado,4,1,,00,91,91.28,91.28.03,,IDR,"Bowobado, Deiyai, Papua",98724
69630,91.28.03.2003,91.28.03,Woge,5,1,,00,91,91.28,91.28.03,,IDR,"Woge, Bowobado, Deiyai, Papua",98724
69631,91.28.04,91.28,Tigi Barat,4,1,,00,91,91.28,91.28.04,,IDR,"Tigi Barat, Deiyai, Papua","98727,98764"
69632,91.28.04.2001,91.28.04,Gakokebo,5,1,,00,91,91.28,91.28.04,,IDR,"Gakokebo, Tigi Barat, Deiyai, Papua","98727,98764"
69633,91.28.04.2004,91.28.04,Onago,5,1,,00,91,91.28,91.28.04,,IDR,"Onago, Tigi Barat, Deiyai, Papua","98727,98764"
69634,91.28.04.2005,91.28.04,Wagomani,5,1,,00,91,91.28,91.28.04,,IDR,"Wagomani, Tigi Barat, Deiyai, Papua","98727,98764"
69635,91.28.04.2006,91.28.04,Digibagata,5,1,,00,91,91.28,91.28.04,,IDR,"Digibagata, Tigi Barat, Deiyai, Papua","98727,98764"
69636,91.28.04.2009,91.28.04,Tenedagi,5,1,,00,91,91.28,91.28.04,,IDR,"Tenedagi, Tigi Barat, Deiyai, Papua","98727,98764"
69637,91.28.04.2010,91.28.04,Diyai,5,1,,00,91,91.28,91.28.04,,IDR,"Diyai, Tigi Barat, Deiyai, Papua","98727,98764"
69638,91.28.05,91.28,Kapiraya,4,1,,00,91,91.28,91.28.05,,IDR,"Kapiraya, Deiyai, Papua",
69639,91.71,91,Jayapura,3,1,,00,91,91.71,,,IDR,Jayapura,
69640,91.71.01,91.71,Jayapura Utara,4,1,,00,91,91.71,91.71.01,,IDR,"Jayapura Utara, Jayapura, Papua","99111,99113,99114,99115,99116,99117"
69641,91.71.01.1001,91.71.01,Gurabesi,5,1,,00,91,91.71,91.71.01,,IDR,"Gurabesi, Jayapura Utara, Jayapura, Papua","99111,99113,99114,99115,99116,99117"
69642,91.71.01.1003,91.71.01,Trikora,5,1,,00,91,91.71,91.71.01,,IDR,"Trikora, Jayapura Utara, Jayapura, Papua","99111,99113,99114,99115,99116,99117"
69643,91.71.01.1004,91.71.01,Imbi,5,1,,00,91,91.71,91.71.01,,IDR,"Imbi, Jayapura Utara, Jayapura, Papua","99111,99113,99114,99115,99116,99117"
69644,91.71.01.1005,91.71.01,Tanjung Ria,5,1,,00,91,91.71,91.71.01,,IDR,"Tanjung Ria, Jayapura Utara, Jayapura, Papua","99111,99113,99114,99115,99116,99117"
69645,91.71.01.1006,91.71.01,Mandala,5,1,,00,91,91.71,91.71.01,,IDR,"Mandala, Jayapura Utara, Jayapura, Papua","99111,99113,99114,99115,99116,99117"
69646,91.71.01.1007,91.71.01,Angkasapura,5,1,,00,91,91.71,91.71.01,,IDR,"Angkasapura, Jayapura Utara, Jayapura, Papua","99111,99113,99114,99115,99116,99117"
69647,91.71.02,91.71,Jayapura Selatan,4,1,,00,91,91.71,91.71.02,,IDR,"Jayapura Selatan, Jayapura, Papua","99221,99222,99223,99224,99225,99226"
69648,91.71.02.1001,91.71.02,Argapura,5,1,,00,91,91.71,91.71.02,,IDR,"Argapura, Jayapura Selatan, Jayapura, Papua","99221,99222,99223,99224,99225,99226"
69649,91.71.02.1002,91.71.02,Ardipura,5,1,,00,91,91.71,91.71.02,,IDR,"Ardipura, Jayapura Selatan, Jayapura, Papua","99221,99222,99223,99224,99225,99226"
69650,91.71.02.1004,91.71.02,Vim,5,1,,00,91,91.71,91.71.02,,IDR,"Vim, Jayapura Selatan, Jayapura, Papua","99221,99222,99223,99224,99225,99226"
69651,91.71.02.1005,91.71.02,Entrop,5,1,,00,91,91.71,91.71.02,,IDR,"Entrop, Jayapura Selatan, Jayapura, Papua","99221,99222,99223,99224,99225,99226"
69652,91.71.02.1006,91.71.02,Hamadi,5,1,,00,91,91.71,91.71.02,,IDR,"Hamadi, Jayapura Selatan, Jayapura, Papua","99221,99222,99223,99224,99225,99226"
69653,91.71.02.1009,91.71.02,Wahno,5,1,,00,91,91.71,91.71.02,,IDR,"Wahno, Jayapura Selatan, Jayapura, Papua","99221,99222,99223,99224,99225,99226"
69654,91.71.02.1010,91.71.02,Way Mhorock,5,1,,00,91,91.71,91.71.02,,IDR,"Way Mhorock, Jayapura Selatan, Jayapura, Papua","99221,99222,99223,99224,99225,99226"
69655,91.71.02.2007,91.71.02,Tahima Sorama,5,1,,00,91,91.71,91.71.02,,IDR,"Tahima Sorama, Jayapura Selatan, Jayapura, Papua","99221,99222,99223,99224,99225,99226"
69656,91.71.02.2008,91.71.02,Tobati,5,1,,00,91,91.71,91.71.02,,IDR,"Tobati, Jayapura Selatan, Jayapura, Papua","99221,99222,99223,99224,99225,99226"
69657,91.71.03,91.71,Abepura,4,1,,00,91,91.71,91.71.03,,IDR,"Abepura, Jayapura, Papua","99221,99351"
69658,91.71.03.1002,91.71.03,Asano,5,1,,00,91,91.71,91.71.03,,IDR,"Asano, Abepura, Jayapura, Papua","99221,99351"
69659,91.71.03.1008,91.71.03,Awiyo,5,1,,00,91,91.71,91.71.03,,IDR,"Awiyo, Abepura, Jayapura, Papua","99221,99351"
69660,91.71.03.1010,91.71.03,Yobe,5,1,,00,91,91.71,91.71.03,,IDR,"Yobe, Abepura, Jayapura, Papua","99221,99351"
69661,91.71.03.1011,91.71.03,Abepantai,5,1,,00,91,91.71,91.71.03,,IDR,"Abepantai, Abepura, Jayapura, Papua","99221,99351"
69662,91.71.03.1012,91.71.03,Kota Baru,5,1,,00,91,91.71,91.71.03,,IDR,"Kota Baru, Abepura, Jayapura, Papua","99221,99351"
69663,91.71.03.2001,91.71.03,Nafri,5,1,,00,91,91.71,91.71.03,,IDR,"Nafri, Abepura, Jayapura, Papua","99221,99351"
69664,91.71.03.2007,91.71.03,Koya Koso,5,1,,00,91,91.71,91.71.03,,IDR,"Koya Koso, Abepura, Jayapura, Papua","99221,99351"
69665,91.71.03.2013,91.71.03,Waena,5,1,,00,91,91.71,91.71.03,,IDR,"Waena, Abepura, Jayapura, Papua","99221,99351"
69666,91.71.04,91.71,Muara Tami,4,1,,00,91,91.71,91.71.04,,IDR,"Muara Tami, Jayapura, Papua",99351
69667,91.71.04.1004,91.71.04,Koya Barat,5,1,,00,91,91.71,91.71.04,,IDR,"Koya Barat, Muara Tami, Jayapura, Papua",99351
69668,91.71.04.1005,91.71.04,Koya Timur,5,1,,00,91,91.71,91.71.04,,IDR,"Koya Timur, Muara Tami, Jayapura, Papua",99351
69669,91.71.04.2006,91.71.04,Holtekamp,5,1,,00,91,91.71,91.71.04,,IDR,"Holtekamp, Muara Tami, Jayapura, Papua",99351
69670,91.71.04.2007,91.71.04,Koya Tengah,5,1,,00,91,91.71,91.71.04,,IDR,"Koya Tengah, Muara Tami, Jayapura, Papua",99351
69671,91.71.04.2008,91.71.04,Mosso,5,1,,00,91,91.71,91.71.04,,IDR,"Mosso, Muara Tami, Jayapura, Papua",99351
69672,91.71.05,91.71,Heram,4,1,,00,91,91.71,91.71.05,,IDR,"Heram, Jayapura, Papua",99351
69673,91.71.05.1001,91.71.05,Hedam,5,1,,00,91,91.71,91.71.05,,IDR,"Hedam, Heram, Jayapura, Papua",99351
69674,91.71.05.1002,91.71.05,Waena,5,1,,00,91,91.71,91.71.05,,IDR,"Waena, Heram, Jayapura, Papua",99351
69675,91.71.05.1004,91.71.05,Yabansai,5,1,,00,91,91.71,91.71.05,,IDR,"Yabansai, Heram, Jayapura, Papua",99351
69676,91.71.05.2003,91.71.05,Yoka,5,1,,00,91,91.71,91.71.05,,IDR,"Yoka, Heram, Jayapura, Papua",99351
69677,92,00,Papua Barat,2,1,,00,92,,,,IDR,Papua Barat,
69678,92.01,92,Sorong,3,1,,00,92,92.01,,,IDR,Sorong,
69679,92.01.01,92.01,Makbon,4,1,,00,92,92.01,92.01.01,,IDR,"Makbon, Sorong, Papua Barat",98471
69680,92.01.01.1001,92.01.01,Makbon,5,1,,00,92,92.01,92.01.01,,IDR,"Makbon, Makbon, Sorong, Papua Barat",98471
69681,92.01.01.2002,92.01.01,Asbaken,5,1,,00,92,92.01,92.01.01,,IDR,"Asbaken, Makbon, Sorong, Papua Barat",98471
69682,92.01.01.2004,92.01.01,Malaumkarta,5,1,,00,92,92.01,92.01.01,,IDR,"Malaumkarta, Makbon, Sorong, Papua Barat",98471
69683,92.01.01.2009,92.01.01,Bainkete,5,1,,00,92,92.01,92.01.01,,IDR,"Bainkete, Makbon, Sorong, Papua Barat",98471
69684,92.01.01.2010,92.01.01,Teluk Dore,5,1,,00,92,92.01,92.01.01,,IDR,"Teluk Dore, Makbon, Sorong, Papua Barat",98471
69685,92.01.01.2011,92.01.01,Sawatuk,5,1,,00,92,92.01,92.01.01,,IDR,"Sawatuk, Makbon, Sorong, Papua Barat",98471
69686,92.01.04,92.01,Beraur,4,1,,00,92,92.01,92.01.04,,IDR,"Beraur, Sorong, Papua Barat",98453
69687,92.01.04.2001,92.01.04,Klabra,5,1,,00,92,92.01,92.01.04,,IDR,"Klabra, Beraur, Sorong, Papua Barat",98453
69688,92.01.04.2002,92.01.04,Wanurian,5,1,,00,92,92.01,92.01.04,,IDR,"Wanurian, Beraur, Sorong, Papua Barat",98453
69689,92.01.04.2009,92.01.04,Klarion,5,1,,00,92,92.01,92.01.04,,IDR,"Klarion, Beraur, Sorong, Papua Barat",98453
69690,92.01.04.2011,92.01.04,Kaas,5,1,,00,92,92.01,92.01.04,,IDR,"Kaas, Beraur, Sorong, Papua Barat",98453
69691,92.01.04.2015,92.01.04,Wensi,5,1,,00,92,92.01,92.01.04,,IDR,"Wensi, Beraur, Sorong, Papua Barat",98453
69692,92.01.04.2016,92.01.04,Mumpi,5,1,,00,92,92.01,92.01.04,,IDR,"Mumpi, Beraur, Sorong, Papua Barat",98453
69693,92.01.05,92.01,Salawati,4,1,,00,92,92.01,92.01.05,,IDR,"Salawati, Sorong, Papua Barat",98451
69694,92.01.05.1001,92.01.05,Katinim,5,1,,00,92,92.01,92.01.05,,IDR,"Katinim, Salawati, Sorong, Papua Barat",98451
69695,92.01.05.1006,92.01.05,Majener,5,1,,00,92,92.01,92.01.05,,IDR,"Majener, Salawati, Sorong, Papua Barat",98451
69696,92.01.05.1007,92.01.05,Majaran,5,1,,00,92,92.01,92.01.05,,IDR,"Majaran, Salawati, Sorong, Papua Barat",98451
69697,92.01.05.1009,92.01.05,Matawolot,5,1,,00,92,92.01,92.01.05,,IDR,"Matawolot, Salawati, Sorong, Papua Barat",98451
69698,92.01.05.2011,92.01.05,Walal,5,1,,00,92,92.01,92.01.05,,IDR,"Walal, Salawati, Sorong, Papua Barat",98451
69699,92.01.05.2012,92.01.05,Malaus,5,1,,00,92,92.01,92.01.05,,IDR,"Malaus, Salawati, Sorong, Papua Barat",98451
69700,92.01.05.2018,92.01.05,Rawa Sugi,5,1,,00,92,92.01,92.01.05,,IDR,"Rawa Sugi, Salawati, Sorong, Papua Barat",98451
69701,92.01.06,92.01,Seget,4,1,,00,92,92.01,92.01.06,,IDR,"Seget, Sorong, Papua Barat",98452
69702,92.01.06.2001,92.01.06,Seget,5,1,,00,92,92.01,92.01.06,,IDR,"Seget, Seget, Sorong, Papua Barat",98452
69703,92.01.06.2010,92.01.06,Kasimle,5,1,,00,92,92.01,92.01.06,,IDR,"Kasimle, Seget, Sorong, Papua Barat",98452
69704,92.01.06.2012,92.01.06,Wasingsan,5,1,,00,92,92.01,92.01.06,,IDR,"Wasingsan, Seget, Sorong, Papua Barat",98452
69705,92.01.06.2013,92.01.06,Klayas,5,1,,00,92,92.01,92.01.06,,IDR,"Klayas, Seget, Sorong, Papua Barat",98452
69706,92.01.06.2014,92.01.06,Wayenkede,5,1,,00,92,92.01,92.01.06,,IDR,"Wayenkede, Seget, Sorong, Papua Barat",98452
69707,92.01.07,92.01,Aimas,4,1,,00,92,92.01,92.01.07,,IDR,"Aimas, Sorong, Papua Barat",98457
69708,92.01.07.1001,92.01.07,Aimas,5,1,,00,92,92.01,92.01.07,,IDR,"Aimas, Aimas, Sorong, Papua Barat",98457
69709,92.01.07.1002,92.01.07,Malawili,5,1,,00,92,92.01,92.01.07,,IDR,"Malawili, Aimas, Sorong, Papua Barat",98457
69710,92.01.07.1003,92.01.07,Malawele,5,1,,00,92,92.01,92.01.07,,IDR,"Malawele, Aimas, Sorong, Papua Barat",98457
69711,92.01.07.1006,92.01.07,Mariat Pantai,5,1,,00,92,92.01,92.01.07,,IDR,"Mariat Pantai, Aimas, Sorong, Papua Barat",98457
69712,92.01.07.1026,92.01.07,Mariat Gunung,5,1,,00,92,92.01,92.01.07,,IDR,"Mariat Gunung, Aimas, Sorong, Papua Barat",98457
69713,92.01.07.1029,92.01.07,Warmon,5,1,,00,92,92.01,92.01.07,,IDR,"Warmon, Aimas, Sorong, Papua Barat",98457
69714,92.01.07.1030,92.01.07,Klabinain,5,1,,00,92,92.01,92.01.07,,IDR,"Klabinain, Aimas, Sorong, Papua Barat",98457
